Supply Air Temperature,Outdoor Air Temperature,Mixed Air Temperature,Return Air Temperature,Supply Air Fan Speed Control Signal,Return Air Fan Speed Control Signal,Exhaust Air Damper Control Signal,Outdoor Air Damper Control Signal,Return Air Damper Control Signal,Cooling Coil Valve Control Signal,Supply Air Duct Static Pressure,Y
55.15,85.45,75.77,72.71,0.79,0.63,0.4,0.4,0.4,0.63,1.35,4
54.61,66.77,72.16,74.18,0.69,0.55,0.4,0.4,0.4,0.26,1.4,4
72.15,75.42,71.53,73.44,0.2,0.16,0,0,0,0,0.02,4
55.04,79.85,74.29,72.39,0.73,0.58,0.4,0.4,0.4,0.47,1.36,4
54.39,84.52,75.24,72.29,0.78,0.62,0.4,0.4,0.4,0.59,1.4,4
53.75,76.07,73.76,72.39,0.75,0.6,0.4,0.4,0.4,0.42,1.44,4
54.72,83.93,75.03,72.39,0.76,0.61,0.4,0.4,0.4,0.5,1.42,4
55.79,75.89,71.32,70.71,0.61,0.49,0.4,0.4,0.4,0.26,1.41,4
55.26,85.19,75.35,72.29,0.77,0.62,0.4,0.4,0.4,0.57,1.38,4
54.83,75.61,72.91,70.92,0.68,0.54,0.4,0.4,0.4,0.48,1.39,4
55.36,72.51,73.12,73.44,0.75,0.6,0.4,0.4,0.4,0.47,1.39,4
55.26,76.57,74.07,72.81,0.77,0.62,0.4,0.4,0.4,0.63,1.41,4
54.5,66.07,72.16,74.18,0.69,0.55,0.4,0.4,0.4,0.27,1.37,4
55.15,77.51,75.03,74.49,0.64,0.51,0.4,0.4,0.4,0.34,1.32,4
55.26,83.88,75.24,72.6,0.76,0.61,0.4,0.4,0.4,0.54,1.38,4
54.18,82.76,75.03,72.29,0.76,0.61,0.4,0.4,0.4,0.52,1.43,4
55.26,76.3,73.97,73.23,0.73,0.59,0.4,0.4,0.4,0.4,1.38,4
65.8,59.3,64,71.87,0.65,0.51,1,1,1,0.27,1.19,4
55.79,83.48,73.76,71.55,0.68,0.54,0.4,0.4,0.4,0.35,1.37,4
54.72,64.47,64.84,74.28,0.68,0.55,1,1,1,0.21,1.38,4
54.29,82.76,75.14,72.5,0.76,0.61,0.4,0.4,0.4,0.51,1.43,4
59.67,75.55,73.86,72.71,0.68,0.55,0.4,0.4,0.4,0.49,1.39,4
55.26,73.04,73.33,73.34,0.76,0.61,0.4,0.4,0.4,0.54,1.36,4
55.36,84.43,74.29,71.66,0.68,0.55,0.4,0.4,0.4,0.41,1.38,4
54.93,85.87,75.45,72.5,0.78,0.62,0.4,0.4,0.4,0.62,1.4,4
54.07,58.89,62.3,70.08,0.62,0.5,1,1,1,0.17,1.42,4
55.36,76.22,74.18,72.92,0.76,0.61,0.4,0.4,0.4,0.51,1.38,4
55.04,77.65,74.5,72.92,0.8,0.64,0.4,0.4,0.4,0.54,1.4,4
54.72,77.43,74.29,72.71,0.8,0.64,0.4,0.4,0.4,0.52,1.42,4
54.83,77.43,74.6,73.02,0.8,0.64,0.4,0.4,0.4,0.53,1.39,4
55.36,76.22,74.18,73.02,0.76,0.61,0.4,0.4,0.4,0.5,1.38,4
54.93,67.16,72.48,74.28,0.69,0.55,0.4,0.4,0.4,0.25,1.37,4
55.47,76.48,74.07,73.02,0.77,0.62,0.4,0.4,0.4,0.63,1.4,4
55.04,80.32,74.29,72.29,0.73,0.58,0.4,0.4,0.4,0.48,1.42,4
55.36,76.18,71.21,70.5,0.61,0.49,0.4,0.4,0.4,0.19,1.3,4
55.15,78.46,74.92,73.44,0.78,0.63,0.4,0.4,0.4,0.44,1.36,4
55.47,61.36,62.4,68.82,0.66,0.53,1,1,1,0.23,1.43,4
55.04,85.12,75.35,72.39,0.78,0.63,0.4,0.4,0.4,0.61,1.37,4
55.36,59.81,61.45,69.13,0.62,0.5,1,1,1,0.16,1.41,4
55.47,83.49,73.97,71.55,0.68,0.54,0.4,0.4,0.4,0.4,1.39,4
55.04,84.52,75.03,72.29,0.76,0.61,0.4,0.4,0.4,0.53,1.38,4
55.26,77.75,74.6,73.86,0.66,0.53,0.4,0.4,0.4,0.37,1.34,4
54.93,75.29,73.23,72.71,0.69,0.55,0.4,0.4,0.4,0.36,1.39,4
55.36,76.66,74.18,72.92,0.77,0.61,0.4,0.4,0.4,0.52,1.4,4
52.46,74.56,72.06,70.6,0.69,0.55,0.4,0.4,0.4,0.33,1.47,4
54.61,85.4,75.45,72.39,0.77,0.62,0.4,0.4,0.4,0.6,1.4,4
55.79,77.98,74.5,73.13,0.76,0.61,0.4,0.4,0.4,0.42,1.38,4
54.72,76.9,74.18,72.81,0.77,0.62,0.4,0.4,0.4,0.62,1.41,4
55.36,78.17,74.82,73.02,0.8,0.64,0.4,0.4,0.4,0.53,1.36,4
54.93,78.34,73.97,72.6,0.7,0.56,0.4,0.4,0.4,0.42,1.37,4
55.04,85.45,75.98,72.81,0.79,0.63,0.4,0.4,0.4,0.63,1.37,4
55.26,78.23,74.71,73.34,0.77,0.62,0.4,0.4,0.4,0.43,1.39,4
55.47,78.73,74.92,73.55,0.79,0.63,0.4,0.4,0.4,0.47,1.37,4
55.26,73.04,73.44,73.34,0.77,0.61,0.4,0.4,0.4,0.56,1.38,4
70.11,75.42,72.06,74.07,0.27,0.19,0.03,0.03,0.03,0,0.06,4
54.61,64.03,64.53,74.18,0.68,0.54,1,1,1,0.3,1.37,4
55.04,80.47,74.29,72.5,0.72,0.58,0.4,0.4,0.4,0.46,1.37,4
54.83,75.29,73.23,72.81,0.69,0.55,0.4,0.4,0.4,0.35,1.35,4
55.04,80.32,74.18,72.39,0.73,0.58,0.4,0.4,0.4,0.48,1.41,4
54.93,79.85,74.82,73.44,0.78,0.62,0.4,0.4,0.4,0.43,1.39,4
53.64,77.1,74.07,72.71,0.77,0.61,0.4,0.4,0.4,0.52,1.44,4
55.04,78.14,74.07,72.81,0.69,0.55,0.4,0.4,0.4,0.41,1.37,4
52.57,82.72,73.23,70.81,0.7,0.56,0.4,0.4,0.4,0.4,1.56,4
55.04,61.42,62.19,68.92,0.66,0.53,1,1,1,0.21,1.38,4
55.04,85.12,75.24,72.39,0.77,0.61,0.4,0.4,0.4,0.56,1.36,4
55.26,76.44,71.1,70.39,0.61,0.49,0.4,0.4,0.4,0.26,1.41,4
56.44,64.89,68.77,74.6,0.69,0.55,0.4,0.4,0.4,0.32,1.39,4
54.07,76.03,71.1,70.29,0.61,0.49,0.4,0.4,0.4,0.19,1.37,4
55.04,77.75,74.6,73.76,0.67,0.53,0.4,0.4,0.4,0.38,1.38,4
55.47,75.63,73.65,73.13,0.71,0.57,0.4,0.4,0.4,0.38,1.35,4
55.47,78.27,74.71,73.44,0.76,0.61,0.4,0.4,0.4,0.45,1.37,4
55.58,75.85,71.21,70.6,0.62,0.49,0.4,0.4,0.4,0.19,1.44,4
55.15,77.73,74.82,73.97,0.66,0.52,0.4,0.4,0.4,0.36,1.33,4
55.15,70.23,72.48,73.34,0.74,0.59,0.4,0.4,0.4,0.39,1.38,4
55.04,78.1,74.07,72.71,0.69,0.55,0.4,0.4,0.4,0.41,1.36,4
55.15,69.31,72.48,73.76,0.71,0.57,0.4,0.4,0.4,0.35,1.36,4
55.15,67.69,72.38,74.07,0.7,0.56,0.4,0.4,0.4,0.27,1.37,4
55.36,77.08,74.18,72.92,0.77,0.62,0.4,0.4,0.4,0.61,1.4,4
55.04,84.41,75.24,72.29,0.78,0.62,0.4,0.4,0.4,0.61,1.35,4
56.12,75.61,73.23,71.45,0.68,0.55,0.4,0.4,0.4,0.5,1.43,4
55.15,80.47,74.39,72.5,0.72,0.58,0.4,0.4,0.4,0.47,1.36,4
55.36,77.01,72.48,73.44,0.61,0.49,0.4,0.4,0.4,0.22,1.43,4
55.15,71.97,73.01,73.23,0.75,0.6,0.4,0.4,0.4,0.46,1.41,4
55.04,67.69,72.27,74.18,0.7,0.56,0.4,0.4,0.4,0.26,1.35,4
55.04,86.03,75.77,72.6,0.8,0.64,0.4,0.4,0.4,0.66,1.41,4
55.04,74.85,72.7,71.55,0.68,0.55,0.4,0.4,0.4,0.24,1.38,4
55.79,75.17,72.59,71.45,0.69,0.55,0.4,0.4,0.4,0.28,1.4,4
55.36,85.3,75.67,72.81,0.77,0.61,0.4,0.4,0.4,0.5,1.36,4
55.04,82.2,74.5,72.29,0.75,0.6,0.4,0.4,0.4,0.52,1.38,4
55.15,83.12,73.44,71.45,0.67,0.54,0.4,0.4,0.4,0.28,1.43,4
55.15,85.69,75.45,72.39,0.78,0.62,0.4,0.4,0.4,0.62,1.41,4
55.15,76.57,74.07,72.92,0.77,0.62,0.4,0.4,0.4,0.63,1.41,4
69.36,59.6,72.06,72.81,0.28,0.19,0.07,0.07,0.07,0,0.07,4
54.72,77.27,74.29,72.71,0.8,0.64,0.4,0.4,0.4,0.51,1.4,4
55.58,59.81,61.66,69.24,0.62,0.5,1,1,1,0.17,1.4,4
54.83,86.34,75.77,72.6,0.79,0.63,0.4,0.4,0.4,0.64,1.38,4
54.72,77.29,74.39,72.92,0.8,0.64,0.4,0.4,0.4,0.53,1.38,4
55.04,71.36,73.01,73.34,0.75,0.6,0.4,0.4,0.4,0.45,1.4,4
55.04,78.14,74.29,72.81,0.68,0.55,0.4,0.4,0.4,0.4,1.35,4
55.36,76.3,74.18,73.13,0.74,0.59,0.4,0.4,0.4,0.41,1.37,4
55.36,76.34,71,70.29,0.61,0.49,0.4,0.4,0.4,0.22,1.44,4
51.81,75.72,71.32,69.76,0.65,0.52,0.4,0.4,0.4,0.27,1.46,4
54.83,84.77,75.14,72.18,0.77,0.62,0.4,0.4,0.4,0.61,1.44,4
52.89,74.56,72.06,70.6,0.68,0.55,0.4,0.4,0.4,0.29,1.4,4
55.36,76.66,74.18,72.92,0.77,0.61,0.4,0.4,0.4,0.54,1.38,4
54.83,77.29,74.71,73.13,0.8,0.64,0.4,0.4,0.4,0.54,1.4,4
55.15,72.51,73.12,73.44,0.75,0.6,0.4,0.4,0.4,0.47,1.39,4
55.36,83.49,73.86,71.55,0.68,0.55,0.4,0.4,0.4,0.38,1.36,4
55.26,76.05,73.97,73.13,0.76,0.6,0.4,0.4,0.4,0.45,1.35,4
54.83,74.3,72.38,71.13,0.68,0.54,0.4,0.4,0.4,0.24,1.38,4
55.15,71.59,72.91,73.44,0.75,0.6,0.4,0.4,0.4,0.44,1.4,4
56.33,59.98,61.45,69.13,0.62,0.5,1,1,1,0.25,1.44,4
55.04,79.53,74.6,73.23,0.78,0.62,0.4,0.4,0.4,0.43,1.36,4
55.04,71.23,72.91,73.34,0.75,0.6,0.4,0.4,0.4,0.43,1.42,4
55.9,75.89,71.53,70.81,0.61,0.49,0.4,0.4,0.4,0.25,1.35,4
55.04,69.73,72.48,73.65,0.72,0.58,0.4,0.4,0.4,0.36,1.38,4
55.15,77.66,74.82,73.13,0.8,0.64,0.4,0.4,0.4,0.55,1.39,4
55.47,78.34,74.71,73.23,0.79,0.64,0.4,0.4,0.4,0.52,1.36,4
55.04,59.81,61.45,69.24,0.62,0.5,1,1,1,0.15,1.44,4
55.04,78.11,74.71,73.34,0.78,0.62,0.4,0.4,0.4,0.43,1.38,4
55.36,78.17,74.71,73.23,0.8,0.64,0.4,0.4,0.4,0.52,1.38,4
55.15,85.82,75.24,72.29,0.78,0.62,0.4,0.4,0.4,0.6,1.38,4
55.04,86.16,75.77,72.6,0.79,0.63,0.4,0.4,0.4,0.64,1.41,4
55.26,74.28,72.91,71.87,0.78,0.62,0.4,0.4,0.4,0.61,1.39,4
54.93,59.98,61.56,69.03,0.63,0.5,1,1,1,0.26,1.4,4
55.69,85.86,75.45,72.71,0.74,0.59,0.4,0.4,0.4,0.51,1.36,4
55.15,84.97,75.35,72.39,0.77,0.62,0.4,0.4,0.4,0.59,1.39,4
55.15,81.24,74.5,72.39,0.74,0.59,0.4,0.4,0.4,0.5,1.4,4
55.15,80.58,74.18,72.5,0.71,0.57,0.4,0.4,0.4,0.45,1.38,4
55.04,85.46,75.67,72.6,0.79,0.63,0.4,0.4,0.4,0.64,1.39,4
55.47,78.27,74.5,73.23,0.77,0.61,0.4,0.4,0.4,0.46,1.35,4
55.36,84.82,75.35,72.92,0.71,0.57,0.4,0.4,0.4,0.46,1.36,4
54.93,85.96,75.77,72.71,0.79,0.63,0.4,0.4,0.4,0.66,1.43,4
55.04,85.07,75.24,72.29,0.78,0.62,0.4,0.4,0.4,0.61,1.4,4
61.18,59.16,63.25,71.66,0.65,0.52,1,1,1,0.38,1.32,4
55.36,74.28,73.33,72.81,0.77,0.62,0.4,0.4,0.4,0.59,1.37,4
55.04,78.89,73.97,72.5,0.7,0.56,0.4,0.4,0.4,0.43,1.38,4
55.58,85.46,75.98,73.13,0.77,0.62,0.4,0.4,0.4,0.56,1.36,4
55.26,85.19,75.35,72.39,0.77,0.62,0.4,0.4,0.4,0.57,1.39,4
54.93,85.61,75.77,72.6,0.79,0.63,0.4,0.4,0.4,0.66,1.41,4
55.9,75.14,72.7,71.66,0.69,0.55,0.4,0.4,0.4,0.35,1.45,4
54.93,76.83,70.57,69.97,0.61,0.49,0.4,0.4,0.4,0.17,1.4,4
55.04,79.83,74.39,72.5,0.73,0.58,0.4,0.4,0.4,0.47,1.38,4
53.75,77.1,74.39,72.81,0.77,0.62,0.4,0.4,0.4,0.55,1.43,4
54.83,83.02,74.92,72.29,0.76,0.61,0.4,0.4,0.4,0.54,1.39,4
55.15,85.46,75.77,72.71,0.79,0.63,0.4,0.4,0.4,0.64,1.39,4
54.61,78.37,74.5,73.13,0.78,0.62,0.4,0.4,0.4,0.5,1.44,4
54.83,85.98,75.45,72.5,0.78,0.62,0.4,0.4,0.4,0.61,1.39,4
56.01,59.98,61.77,69.34,0.62,0.5,1,1,1,0.22,1.41,4
55.36,76.41,71,70.18,0.61,0.49,0.4,0.4,0.4,0.22,1.43,4
54.93,77.65,74.5,73.02,0.8,0.64,0.4,0.4,0.4,0.54,1.4,4
55.04,78.23,74.6,73.13,0.77,0.62,0.4,0.4,0.4,0.43,1.39,4
52.57,82.72,73.23,70.71,0.69,0.55,0.4,0.4,0.4,0.37,1.51,4
55.26,77.66,74.71,72.92,0.8,0.64,0.4,0.4,0.4,0.55,1.39,4
54.83,85.26,75.45,72.39,0.79,0.63,0.4,0.4,0.4,0.63,1.45,4
55.04,76.9,70.68,69.87,0.61,0.49,0.4,0.4,0.4,0.17,1.35,4
55.47,77.43,74.18,73.02,0.77,0.61,0.4,0.4,0.4,0.55,1.37,4
54.83,61.21,61.98,68.92,0.65,0.52,1,1,1,0.23,1.37,4
54.93,60.56,61.66,68.92,0.64,0.51,1,1,1,0.24,1.36,4
54.83,83.02,74.92,72.29,0.76,0.61,0.4,0.4,0.4,0.53,1.39,4
55.47,78.73,74.82,73.13,0.79,0.63,0.4,0.4,0.4,0.49,1.4,4
55.26,76.37,74.18,73.02,0.76,0.61,0.4,0.4,0.4,0.47,1.39,4
54.61,74.95,72.16,71.02,0.68,0.54,0.4,0.4,0.4,0.24,1.42,4
54.29,83.76,75.14,72.39,0.77,0.62,0.4,0.4,0.4,0.55,1.43,4
55.15,77.66,74.92,74.18,0.65,0.52,0.4,0.4,0.4,0.35,1.38,4
55.26,74.85,72.38,71.24,0.68,0.55,0.4,0.4,0.4,0.25,1.39,4
55.36,77.47,74.29,73.02,0.77,0.61,0.4,0.4,0.4,0.57,1.39,4
55.58,76.22,74.18,72.92,0.76,0.61,0.4,0.4,0.4,0.5,1.39,4
55.58,77.98,74.6,73.13,0.76,0.61,0.4,0.4,0.4,0.42,1.36,4
55.36,77.08,74.39,72.92,0.77,0.62,0.4,0.4,0.4,0.59,1.39,4
55.15,72.63,73.12,73.34,0.76,0.6,0.4,0.4,0.4,0.48,1.39,4
55.15,71.59,72.8,73.34,0.75,0.6,0.4,0.4,0.4,0.44,1.38,4
54.07,75.61,72.48,70.5,0.68,0.54,0.4,0.4,0.4,0.45,1.43,4
54.72,62.9,63.57,72.6,0.66,0.53,1,1,1,0.18,1.39,4
54.83,77.29,74.6,72.92,0.8,0.64,0.4,0.4,0.4,0.53,1.39,4
55.04,78.14,74.18,72.71,0.69,0.55,0.4,0.4,0.4,0.41,1.39,4
55.04,72.48,72.8,73.23,0.75,0.6,0.4,0.4,0.4,0.45,1.39,4
55.36,75.93,74.07,73.13,0.75,0.6,0.4,0.4,0.4,0.44,1.36,4
54.07,76.07,73.97,72.71,0.75,0.6,0.4,0.4,0.4,0.41,1.43,4
55.26,69.73,72.7,73.86,0.72,0.57,0.4,0.4,0.4,0.36,1.38,4
55.36,76.22,74.07,72.92,0.76,0.61,0.4,0.4,0.4,0.51,1.39,4
54.29,82.76,75.03,72.39,0.76,0.61,0.4,0.4,0.4,0.52,1.43,4
56.12,63.96,64.42,74.07,0.67,0.54,1,1,1,0.31,1.42,4
55.15,85.87,75.45,72.5,0.78,0.62,0.4,0.4,0.4,0.62,1.39,4
54.93,76.65,70.89,70.08,0.61,0.49,0.4,0.4,0.4,0.25,1.42,4
55.47,84.58,75.24,72.71,0.73,0.58,0.4,0.4,0.4,0.48,1.37,4
54.61,77.86,74.5,73.13,0.78,0.62,0.4,0.4,0.4,0.51,1.4,4
55.15,81.24,74.39,72.39,0.74,0.59,0.4,0.4,0.4,0.49,1.38,4
55.79,59.98,61.56,69.24,0.62,0.5,1,1,1,0.26,1.36,4
55.15,85.46,75.88,72.92,0.79,0.63,0.4,0.4,0.4,0.64,1.37,4
55.15,82.42,74.5,71.87,0.75,0.6,0.4,0.4,0.4,0.53,1.38,4
55.04,71.36,72.91,73.23,0.75,0.6,0.4,0.4,0.4,0.45,1.41,4
53,82.77,73.33,71.13,0.69,0.55,0.4,0.4,0.4,0.33,1.51,4
55.36,84.82,75.45,73.13,0.72,0.57,0.4,0.4,0.4,0.47,1.35,4
54.93,83.02,74.92,72.29,0.76,0.61,0.4,0.4,0.4,0.53,1.39,4
55.79,58.64,61.56,69.66,0.62,0.5,1,1,1,0.25,1.39,4
54.93,79.92,74.29,72.39,0.73,0.58,0.4,0.4,0.4,0.47,1.4,4
55.15,78.46,74.82,73.23,0.78,0.63,0.4,0.4,0.4,0.44,1.39,4
55.15,72.58,73.44,73.23,0.76,0.61,0.4,0.4,0.4,0.5,1.38,4
55.36,84.58,75.24,72.71,0.73,0.58,0.4,0.4,0.4,0.49,1.35,4
54.93,74.72,72.7,71.55,0.68,0.55,0.4,0.4,0.4,0.25,1.37,4
55.04,78.18,74.29,73.02,0.68,0.55,0.4,0.4,0.4,0.4,1.37,4
55.36,73.04,73.33,73.23,0.76,0.61,0.4,0.4,0.4,0.53,1.36,4
54.72,76.65,70.79,70.08,0.61,0.49,0.4,0.4,0.4,0.24,1.43,4
55.15,59.16,62.83,71.02,0.65,0.52,1,1,1,0.33,1.46,4
55.15,69.53,72.7,73.65,0.73,0.59,0.4,0.4,0.4,0.38,1.38,4
55.9,75.17,72.7,71.55,0.69,0.55,0.4,0.4,0.4,0.3,1.41,4
55.04,78.46,74.71,73.23,0.78,0.63,0.4,0.4,0.4,0.44,1.36,4
55.04,78.6,74.07,72.6,0.7,0.56,0.4,0.4,0.4,0.43,1.39,4
55.15,75.63,73.65,73.13,0.71,0.57,0.4,0.4,0.4,0.37,1.31,4
55.26,85.58,75.14,72.29,0.76,0.61,0.4,0.4,0.4,0.55,1.35,4
55.15,85.46,75.77,72.71,0.79,0.63,0.4,0.4,0.4,0.65,1.39,4
55.04,85.63,75.67,72.6,0.8,0.64,0.4,0.4,0.4,0.66,1.4,4
55.04,78.37,74.07,72.6,0.7,0.56,0.4,0.4,0.4,0.42,1.38,4
54.29,83.42,73.23,71.24,0.68,0.54,0.4,0.4,0.4,0.28,1.45,4
54.07,58.89,62.4,70.08,0.63,0.5,1,1,1,0.18,1.44,4
55.36,73.04,73.44,73.44,0.77,0.61,0.4,0.4,0.4,0.55,1.37,4
55.04,78.18,74.29,73.02,0.68,0.54,0.4,0.4,0.4,0.4,1.39,4
55.15,78.69,74.5,73.02,0.78,0.62,0.4,0.4,0.4,0.52,1.41,4
67.31,59.44,70.15,72.29,0.57,0.46,0.73,0.73,0.73,0,0.78,4
55.15,79.57,74.07,72.5,0.7,0.56,0.4,0.4,0.4,0.44,1.36,4
55.04,82.2,74.39,72.18,0.75,0.6,0.4,0.4,0.4,0.52,1.36,4
55.26,79.92,74.5,72.6,0.73,0.58,0.4,0.4,0.4,0.47,1.41,4
55.04,85.07,75.35,72.39,0.78,0.62,0.4,0.4,0.4,0.61,1.41,4
55.04,85.87,75.45,72.39,0.78,0.62,0.4,0.4,0.4,0.62,1.41,4
55.15,82.42,74.5,71.66,0.75,0.6,0.4,0.4,0.4,0.53,1.42,4
55.36,77.08,74.29,73.13,0.77,0.62,0.4,0.4,0.4,0.6,1.41,4
55.26,77.47,74.18,73.02,0.77,0.61,0.4,0.4,0.4,0.58,1.38,4
55.04,78.17,74.39,73.23,0.75,0.6,0.4,0.4,0.4,0.36,1.38,4
55.36,73.04,73.44,73.23,0.76,0.61,0.4,0.4,0.4,0.53,1.41,4
55.15,77.73,74.82,74.07,0.65,0.52,0.4,0.4,0.4,0.36,1.38,4
55.04,78.89,74.07,72.5,0.7,0.56,0.4,0.4,0.4,0.43,1.38,4
54.72,73.83,72.7,71.34,0.78,0.62,0.4,0.4,0.4,0.6,1.4,4
55.36,85.3,75.56,72.81,0.76,0.61,0.4,0.4,0.4,0.49,1.38,4
54.93,80.26,74.18,72.39,0.73,0.58,0.4,0.4,0.4,0.47,1.37,4
55.26,84.74,74.39,72.18,0.7,0.56,0.4,0.4,0.4,0.43,1.35,4
55.15,78.09,74.39,73.34,0.67,0.54,0.4,0.4,0.4,0.39,1.39,4
55.15,61.7,62.93,68.92,0.65,0.52,1,1,1,0.29,1.4,4
55.36,76.05,74.18,73.34,0.75,0.6,0.4,0.4,0.4,0.44,1.35,4
53.43,75.79,71.1,70.08,0.62,0.5,0.4,0.4,0.4,0.16,1.47,4
55.26,64.69,65.27,74.6,0.69,0.55,1,1,1,0.21,1.35,4
55.15,78.17,74.5,73.13,0.75,0.6,0.4,0.4,0.4,0.36,1.37,4
54.39,76.7,70.79,69.97,0.61,0.49,0.4,0.4,0.4,0.18,1.43,4
55.36,74.85,72.48,71.24,0.68,0.55,0.4,0.4,0.4,0.25,1.37,4
55.15,70.23,72.48,73.34,0.74,0.59,0.4,0.4,0.4,0.38,1.39,4
55.04,69.37,72.59,73.65,0.72,0.58,0.4,0.4,0.4,0.36,1.39,4
55.26,76.48,74.18,72.92,0.77,0.62,0.4,0.4,0.4,0.62,1.38,4
54.93,79.92,74.18,72.39,0.73,0.58,0.4,0.4,0.4,0.47,1.36,4
55.36,85.19,75.24,72.29,0.77,0.62,0.4,0.4,0.4,0.57,1.38,4
55.47,75.93,74.18,73.34,0.75,0.6,0.4,0.4,0.4,0.43,1.35,4
55.36,73.38,73.33,73.34,0.76,0.61,0.4,0.4,0.4,0.51,1.4,4
54.18,61.93,63.15,69.34,0.65,0.52,1,1,1,0.24,1.43,4
